Ret.Time	Absolute Intensity	Relative Intensity
8.113	18761	0.33
8.117	18946	0.34
8.120	19724	0.35
8.123	20418	0.36
8.127	20676	0.37
8.130	20765	0.37
8.133	20928	0.37
8.137	21515	0.38
8.140	22173	0.39
8.143	23625	0.42
8.147	24517	0.43
8.150	24880	0.44
8.153	25740	0.46
8.157	27041	0.48
8.160	27463	0.49
8.163	28234	0.50
8.167	28453	0.50
8.170	28406	0.50
8.173	27811	0.49
8.177	26857	0.48
8.180	25485	0.45
8.183	23833	0.42
8.187	22473	0.40
8.190	21268	0.38
8.193	20942	0.37
8.197	20445	0.36
8.200	20201	0.36
8.203	20484	0.36
8.207	20695	0.37
8.210	20713	0.37
8.213	20532	0.36
8.217	20341	0.36
8.220	20394	0.36
8.223	20702	0.37
8.227	21197	0.38
8.230	22154	0.39
8.233	23784	0.42
8.237	25680	0.45
8.240	26799	0.47
8.243	27004	0.48
8.247	26817	0.47
8.250	26432	0.47
8.253	25342	0.45
8.257	23849	0.42
8.260	23275	0.41
8.263	23393	0.41
8.267	23869	0.42
8.270	25031	0.44
8.273	26668	0.47
8.277	28453	0.50
8.280	30658	0.54
8.283	32955	0.58
8.287	34419	0.61
8.290	32867	0.58
8.293	30524	0.54
8.297	28515	0.51
8.300	26514	0.47
8.303	23901	0.42
8.307	22154	0.39
8.310	21278	0.38
8.313	20519	0.36
8.317	20397	0.36
8.320	20690	0.37
8.323	21403	0.38
8.327	22930	0.41
8.330	24841	0.44
8.333	26949	0.48
8.337	31142	0.55
8.340	35633	0.63
8.343	40229	0.71
8.347	44266	0.78
8.350	45687	0.81
8.353	45376	0.80
8.357	42410	0.75
8.360	38984	0.69
8.363	35571	0.63
8.367	31863	0.56
8.370	28519	0.51
8.373	26778	0.47
8.377	25866	0.46
8.380	25222	0.45
8.383	25554	0.45
8.387	26239	0.46
8.390	26654	0.47
8.393	26684	0.47
8.397	26748	0.47
8.400	26826	0.48
8.403	26701	0.47
8.407	25721	0.46
8.410	25190	0.45
8.413	24903	0.44
8.417	24318	0.43
8.420	24056	0.43
8.423	23400	0.41
8.427	22603	0.40
8.430	22352	0.40
8.433	22257	0.39
8.437	22086	0.39
8.440	22021	0.39
8.443	22104	0.39
8.447	22226	0.39
8.450	22206	0.39
8.453	22696	0.40
8.457	24674	0.44
8.460	26849	0.48
8.463	28796	0.51
8.467	31827	0.56
8.470	34063	0.60
8.473	35483	0.63
8.477	35412	0.63
8.480	34024	0.60
8.483	32031	0.57
8.487	30056	0.53
8.490	27387	0.49
8.493	25477	0.45
8.497	24891	0.44
8.500	24839	0.44
8.503	24338	0.43
8.507	23440	0.42
8.510	23247	0.41
8.513	23001	0.41
8.517	22765	0.40
8.520	23328	0.41
8.523	23781	0.42
8.527	24095	0.43
8.530	25256	0.45
8.533	26470	0.47
8.537	27172	0.48
8.540	27527	0.49
8.543	27653	0.49
8.547	28157	0.50
8.550	28536	0.51
8.553	28012	0.50
8.557	27789	0.49
8.560	27483	0.49
8.563	26694	0.47
8.567	25979	0.46
8.570	25062	0.44
8.573	24205	0.43
8.577	23823	0.42
8.580	23065	0.41
8.583	22123	0.39
8.587	21669	0.38
8.590	21261	0.38
8.593	22408	0.40
8.597	23615	0.42
8.600	23783	0.42
8.603	23848	0.42
8.607	23707	0.42
8.610	23432	0.42
8.613	22590	0.40
8.617	21947	0.39
8.620	21488	0.38
8.623	20964	0.37
8.627	20520	0.36
8.630	20375	0.36
8.633	20584	0.36
8.637	21076	0.37
8.640	21515	0.38
8.643	22206	0.39
8.647	23211	0.41
8.650	23783	0.42
8.653	23853	0.42
8.657	23697	0.42
8.660	23645	0.42
8.663	23597	0.42
8.667	23638	0.42
8.670	23518	0.42
8.673	23302	0.41
8.677	22681	0.40
8.680	22390	0.40
8.683	22315	0.40
8.687	22182	0.39
8.690	22078	0.39
8.693	21674	0.38
8.697	21067	0.37
8.700	20824	0.37
8.703	21907	0.39
8.707	22498	0.40
8.710	22464	0.40
8.713	22302	0.40
8.717	22233	0.39
8.720	21879	0.39
8.723	20848	0.37
8.727	20706	0.37
8.730	20783	0.37
8.733	20790	0.37
8.737	20777	0.37
8.740	20783	0.37
8.743	20774	0.37
8.747	20773	0.37
8.750	20846	0.37
8.753	20902	0.37
8.757	20678	0.37
8.760	20670	0.37
8.763	20987	0.37
8.767	22545	0.40
8.770	23600	0.42
8.773	23909	0.42
8.777	24083	0.43
8.780	24275	0.43
8.783	24911	0.44
8.787	26800	0.47
8.790	28501	0.50
8.793	29395	0.52
8.797	29324	0.52
8.800	28293	0.50
8.803	26982	0.48
8.807	26802	0.47
8.810	26851	0.48
8.813	26553	0.47
8.817	25161	0.45
8.820	24441	0.43
8.823	24363	0.43
8.827	24381	0.43
8.830	24169	0.43
8.833	23842	0.42
8.837	23892	0.42
8.840	24158	0.43
8.843	24047	0.43
8.847	23724	0.42
8.850	23494	0.42
8.853	22604	0.40
8.857	22475	0.40
8.860	23466	0.42
8.863	23825	0.42
8.867	23931	0.42
8.870	24144	0.43
8.873	24221	0.43
8.877	24292	0.43
8.880	24088	0.43
8.883	23477	0.42
8.887	22260	0.39
8.890	21892	0.39
8.893	21981	0.39
8.897	22403	0.40
8.900	22347	0.40
8.903	21799	0.39
8.907	21523	0.38
8.910	22155	0.39
8.913	22988	0.41
8.917	23459	0.42
8.920	23460	0.42
8.923	22826	0.40
8.927	22008	0.39
8.930	21347	0.38
8.933	20746	0.37
8.937	20614	0.37
8.940	20246	0.36
8.943	19413	0.34
8.947	19032	0.34
8.950	18995	0.34
8.953	19093	0.34
8.957	19701	0.35
8.960	20195	0.36
8.963	20233	0.36
8.967	20350	0.36
8.970	19435	0.34
8.973	19665	0.35
8.977	20261	0.36
8.980	21265	0.38
8.983	23319	0.41
8.987	26977	0.48
8.990	32675	0.58
8.993	40737	0.72
8.997	50998	0.90
9.000	60730	1.08
9.003	67951	1.20
9.007	68290	1.21
9.010	65636	1.16
9.013	60702	1.08
9.017	52871	0.94
9.020	45731	0.81
9.023	40422	0.72
9.027	35974	0.64
9.030	33366	0.59
9.033	31631	0.56
9.037	30344	0.54
9.040	29283	0.52
9.043	28233	0.50
9.047	27274	0.48
9.050	26296	0.47
9.053	23539	0.42
9.057	21929	0.39
9.060	20983	0.37
9.063	20688	0.37
9.067	20338	0.36
9.070	19819	0.35
9.073	19670	0.35
9.077	19388	0.34
9.080	19265	0.34
9.083	19583	0.35
9.087	20135	0.36
9.090	20375	0.36
9.093	20377	0.36
9.097	20131	0.36
9.100	20101	0.36
9.103	20624	0.37
9.107	21600	0.38
9.110	21876	0.39
9.113	21953	0.39
9.117	22302	0.40
9.120	22260	0.39
9.123	21665	0.38
9.127	20886	0.37
9.130	20922	0.37
9.133	20639	0.37
9.137	20002	0.35
9.140	19552	0.35
9.143	19490	0.35
9.147	19827	0.35
9.150	19934	0.35
9.153	20026	0.35
9.157	20329	0.36
9.160	20497	0.36
9.163	20603	0.36
9.167	20581	0.36
9.170	20258	0.36
9.173	20016	0.35
9.177	19854	0.35
9.180	19548	0.35
9.183	19534	0.35
9.187	19585	0.35
9.190	19655	0.35
9.193	20033	0.35
9.197	20289	0.36
9.200	20484	0.36
9.203	20408	0.36
9.207	20791	0.37
9.210	21280	0.38
9.213	21456	0.38
9.217	21595	0.38
9.220	21560	0.38
9.223	21368	0.38
9.227	21358	0.38
9.230	21485	0.38
9.233	21670	0.38
9.237	21688	0.38
9.240	21734	0.38
9.243	21568	0.38
9.247	21465	0.38
9.250	21518	0.38
9.253	21419	0.38
9.257	21190	0.38
9.260	20998	0.37
9.263	20952	0.37
9.267	21092	0.37
9.270	21050	0.37
9.273	21096	0.37
9.277	21294	0.38
9.280	21176	0.38
9.283	21075	0.37
9.287	21299	0.38
9.290	21480	0.38
9.293	21433	0.38
9.297	21353	0.38
9.300	21275	0.38
9.303	21373	0.38
9.307	21441	0.38
9.310	21163	0.37
9.313	21098	0.37
9.317	21352	0.38
9.320	21719	0.38
9.323	22419	0.40
9.327	23607	0.42
9.330	24221	0.43
9.333	24437	0.43
9.337	24305	0.43
9.340	23963	0.42
9.343	23330	0.41
9.347	23173	0.41
9.350	22570	0.40
9.353	21717	0.38
9.357	21185	0.38
9.360	20806	0.37
9.363	20568	0.36
9.367	20506	0.36
9.370	20617	0.37
9.373	20074	0.36
9.377	19622	0.35
9.380	20188	0.36
9.383	20998	0.37
9.387	22063	0.39
9.390	23850	0.42
9.393	25013	0.44
9.397	26518	0.47
9.400	27064	0.48
9.403	26923	0.48
9.407	25664	0.45
9.410	24197	0.43
9.413	22772	0.40
9.417	22007	0.39
9.420	21746	0.39
9.423	21674	0.38
9.427	21518	0.38
9.430	20940	0.37
9.433	19726	0.35
9.437	18941	0.34
9.440	18676	0.33
9.443	18654	0.33
9.447	18753	0.33
9.450	18765	0.33
9.453	18707	0.33
9.457	18848	0.33
9.460	19446	0.34
9.463	19569	0.35
9.467	19579	0.35
9.470	19571	0.35
9.473	20620	0.37
9.477	21464	0.38
9.480	22165	0.39
9.483	23197	0.41
9.487	24040	0.43
9.490	24492	0.43
9.493	24846	0.44
9.497	25189	0.45
9.500	25091	0.44
9.503	24640	0.44
9.507	24414	0.43
9.510	24192	0.43
9.513	23826	0.42
9.517	23602	0.42
9.520	22920	0.41
9.523	21615	0.38
9.527	20742	0.37
9.530	20313	0.36
9.533	19944	0.35
9.537	19121	0.34
9.540	18974	0.34
9.543	19634	0.35
9.547	19608	0.35
9.550	18932	0.34
9.553	18610	0.33
9.557	18590	0.33
9.560	18994	0.34
9.563	20197	0.36
9.567	20638	0.37
9.570	20763	0.37
9.573	20677	0.37
9.577	20694	0.37
9.580	20833	0.37
9.583	20706	0.37
9.587	20484	0.36
9.590	20548	0.36
9.593	20543	0.36
9.597	20428	0.36
9.600	20528	0.36
9.603	20670	0.37
9.607	20623	0.37
9.610	20544	0.36
9.613	20700	0.37
9.617	20919	0.37
9.620	20946	0.37
9.623	21260	0.38
9.627	23201	0.41
9.630	24310	0.43
9.633	24653	0.44
9.637	24576	0.44
9.640	24205	0.43
9.643	23824	0.42
9.647	22828	0.40
9.650	20988	0.37
9.653	20434	0.36
9.657	20441	0.36
9.660	20588	0.36
9.663	20578	0.36
9.667	20579	0.36
9.670	20906	0.37
9.673	21201	0.38
9.677	22336	0.40
9.680	23354	0.41
9.683	24380	0.43
9.687	25791	0.46
9.690	27299	0.48
9.693	28636	0.51
9.697	29805	0.53
9.700	29932	0.53
9.703	29315	0.52
9.707	27561	0.49
9.710	26207	0.46
9.713	25280	0.45
9.717	24243	0.43
9.720	23733	0.42
9.723	23489	0.42
9.727	22798	0.40
9.730	22174	0.39
9.733	21779	0.39
9.737	20943	0.37
9.740	20356	0.36
9.743	20150	0.36
9.747	20197	0.36
9.750	20198	0.36
9.753	20084	0.36
9.757	20401	0.36
9.760	20851	0.37
9.763	21360	0.38
9.767	22063	0.39
9.770	22373	0.40
9.773	21915	0.39
9.777	21284	0.38
9.780	21114	0.37
9.783	21477	0.38
9.787	21824	0.39
9.790	21277	0.38
9.793	20515	0.36
9.797	19988	0.35
9.800	19598	0.35
9.803	19307	0.34
9.807	19026	0.34
9.810	18454	0.33
9.813	17929	0.32
9.817	17986	0.32
9.820	18433	0.33
9.823	18967	0.34
9.827	19426	0.34
9.830	19643	0.35
9.833	19693	0.35
9.837	19815	0.35
9.840	20145	0.36
9.843	20294	0.36
9.847	19988	0.35
9.850	19557	0.35
9.853	19421	0.34
9.857	19330	0.34
9.860	19446	0.34
9.863	19809	0.35
9.867	20081	0.36
9.870	20252	0.36
9.873	20375	0.36
9.877	20555	0.36
9.880	20496	0.36
9.883	20155	0.36
9.887	19821	0.35
9.890	20188	0.36
9.893	20552	0.36
9.897	21292	0.38
9.900	21563	0.38
9.903	21066	0.37
9.907	20881	0.37
9.910	21265	0.38
9.913	21510	0.38
9.917	21777	0.39
9.920	21752	0.39
9.923	21957	0.39
9.927	22329	0.40
9.930	22369	0.40
9.933	22302	0.40
9.937	22254	0.39
9.940	22345	0.40
9.943	22324	0.40
9.947	22170	0.39
9.950	22391	0.40
9.953	22665	0.40
9.957	22690	0.40
9.960	23202	0.41
9.963	23609	0.42
9.967	23710	0.42
9.970	23821	0.42
9.973	23478	0.42
9.977	22980	0.41
9.980	23002	0.41
9.983	22717	0.40
9.987	22773	0.40
9.990	23029	0.41
9.993	23489	0.42
9.997	24547	0.43
10.000	26315	0.47
10.003	27100	0.48
10.007	28101	0.50
10.010	29036	0.51
10.013	28905	0.51
10.017	27454	0.49
10.020	26657	0.47
10.023	25997	0.46
10.027	24288	0.43
10.030	23344	0.41
10.033	22696	0.40
10.037	21844	0.39
10.040	21326	0.38
10.043	21213	0.38
10.047	21167	0.37
10.050	21079	0.37
10.053	20953	0.37
10.057	21156	0.37
10.060	22333	0.40
10.063	22980	0.41
10.067	23844	0.42
10.070	25915	0.46
10.073	26586	0.47
10.077	26666	0.47
10.080	26678	0.47
10.083	26424	0.47
10.087	25559	0.45
10.090	24139	0.43
10.093	22273	0.39
10.097	20701	0.37
10.100	19940	0.35
10.103	19404	0.34
10.107	18936	0.34
10.110	18739	0.33
10.113	18480	0.33
10.117	18290	0.32
10.120	18260	0.32
10.123	18311	0.32
10.127	18627	0.33
10.130	19640	0.35
10.133	20102	0.36
10.137	20542	0.36
10.140	22185	0.39
10.143	24192	0.43
10.147	26439	0.47
10.150	28597	0.51
10.153	30818	0.55
10.157	31281	0.55
10.160	31175	0.55
10.163	30868	0.55
10.167	29329	0.52
10.170	26984	0.48
10.173	25114	0.44
10.177	23253	0.41
10.180	22248	0.39
10.183	22145	0.39
10.187	21967	0.39
10.190	21797	0.39
10.193	21480	0.38
10.197	20779	0.37
10.200	20473	0.36
10.203	20243	0.36
10.207	20300	0.36
10.210	20331	0.36
10.213	20195	0.36
10.217	20138	0.36
10.220	20191	0.36
10.223	20244	0.36
10.227	20252	0.36
10.230	20305	0.36
10.233	21001	0.37
10.237	22057	0.39
10.240	23628	0.42
10.243	25146	0.45
10.247	27027	0.48
10.250	29339	0.52
10.253	31709	0.56
10.257	33825	0.60
10.260	34273	0.61
10.263	34577	0.61
10.267	34622	0.61
10.270	33798	0.60
10.273	31506	0.56
10.277	29366	0.52
10.280	27109	0.48
10.283	24776	0.44
10.287	23571	0.42
10.290	22791	0.40
10.293	21538	0.38
10.297	20825	0.37
10.300	20380	0.36
10.303	20041	0.35
10.307	19963	0.35
10.310	19816	0.35
10.313	19823	0.35
10.317	19941	0.35
10.320	20360	0.36
10.323	20803	0.37
10.327	20836	0.37
10.330	20252	0.36
10.333	19988	0.35
10.337	20071	0.36
10.340	20093	0.36
10.343	20037	0.35
10.347	20028	0.35
10.350	20027	0.35
10.353	20034	0.35
10.357	19878	0.35
10.360	19829	0.35
10.363	19995	0.35
10.367	20327	0.36
10.370	20422	0.36
10.373	20132	0.36
10.377	19826	0.35
10.380	19832	0.35
10.383	19855	0.35
10.387	19752	0.35
10.390	19743	0.35
10.393	19673	0.35
10.397	19556	0.35
10.400	19673	0.35
10.403	19732	0.35
10.407	19717	0.35
10.410	19758	0.35
10.413	19706	0.35
10.417	19631	0.35
10.420	19638	0.35
10.423	19597	0.35
10.427	19653	0.35
10.430	19824	0.35
10.433	19824	0.35
10.437	19709	0.35
10.440	19682	0.35
10.443	19666	0.35
10.447	19564	0.35
10.450	19367	0.34
10.453	19289	0.34
10.457	19354	0.34
10.460	19499	0.35
10.463	19531	0.35
10.467	19412	0.34
10.470	19180	0.34
10.473	19391	0.34
10.477	19572	0.35
10.480	19503	0.35
10.483	19475	0.34
10.487	19400	0.34
10.490	19616	0.35
10.493	19471	0.34
10.497	19419	0.34
10.500	19589	0.35
10.503	19843	0.35
10.507	19693	0.35
10.510	19605	0.35
10.513	19226	0.34
10.517	18913	0.33
10.520	18892	0.33
10.523	18840	0.33
10.527	19148	0.34
10.530	19371	0.34
10.533	19153	0.34
10.537	19046	0.34
10.540	19132	0.34
10.543	18911	0.33
10.547	18854	0.33
10.550	19034	0.34
10.553	19282	0.34
10.557	19577	0.35
10.560	19952	0.35
10.563	20790	0.37
10.567	21051	0.37
10.570	20522	0.36
10.573	20706	0.37
10.577	20735	0.37
10.580	20990	0.37
10.583	21126	0.37
10.587	21116	0.37
10.590	21023	0.37
10.593	20887	0.37
10.597	21078	0.37
10.600	21439	0.38
10.603	22243	0.39
10.607	22366	0.40
10.610	21757	0.39
10.613	21639	0.38
10.617	21880	0.39
10.620	21909	0.39
10.623	21411	0.38
10.627	21075	0.37
10.630	20924	0.37
10.633	20738	0.37
10.637	21095	0.37
10.640	21288	0.38
10.643	21193	0.38
10.647	21042	0.37
10.650	20741	0.37
10.653	20632	0.37
10.657	20663	0.37
10.660	20420	0.36
10.663	20314	0.36
10.667	20562	0.36
10.670	20431	0.36
10.673	20181	0.36
10.677	20349	0.36
10.680	20301	0.36
10.683	20326	0.36
10.687	20310	0.36
10.690	20344	0.36
10.693	20263	0.36
10.697	20398	0.36
10.700	20967	0.37
10.703	21396	0.38
10.707	21599	0.38
10.710	21848	0.39
10.713	22050	0.39
10.717	21586	0.38
10.720	20732	0.37
10.723	20430	0.36
10.727	20571	0.36
10.730	20775	0.37
10.733	20435	0.36
10.737	20143	0.36
10.740	20192	0.36
10.743	20290	0.36
10.747	20305	0.36
10.750	20676	0.37
10.753	21951	0.39
10.757	23767	0.42
10.760	27767	0.49
10.763	32431	0.57
10.767	38404	0.68
10.770	44574	0.79
10.773	48815	0.86
10.777	49507	0.88
10.780	49252	0.87
10.783	45807	0.81
10.787	40604	0.72
10.790	35021	0.62
10.793	29558	0.52
10.797	25133	0.45
10.800	22440	0.40
10.803	21082	0.37
10.807	20267	0.36
10.810	20013	0.35
10.813	20320	0.36
10.817	21038	0.37
10.820	21884	0.39
10.823	22380	0.40
10.827	22506	0.40
10.830	22517	0.40
10.833	22636	0.40
10.837	22668	0.40
10.840	22598	0.40
10.843	22340	0.40
10.847	22224	0.39
10.850	22160	0.39
10.853	22017	0.39
10.857	21868	0.39
10.860	21809	0.39
10.863	21862	0.39
10.867	22220	0.39
10.870	22332	0.40
10.873	22117	0.39
10.877	21926	0.39
10.880	22040	0.39
10.883	22173	0.39
10.887	22071	0.39
10.890	21540	0.38
10.893	20927	0.37
10.897	20645	0.37
10.900	20428	0.36
10.903	20100	0.36
10.907	19848	0.35
10.910	19696	0.35
10.913	19459	0.34
10.917	19605	0.35
10.920	19893	0.35
10.923	19694	0.35
10.927	19277	0.34
10.930	19198	0.34
10.933	19450	0.34
10.937	19475	0.34
10.940	19345	0.34
10.943	19490	0.35
10.947	19820	0.35
10.950	19582	0.35
10.953	19308	0.34
10.957	19223	0.34
10.960	19510	0.35
10.963	19873	0.35
10.967	19529	0.35
10.970	20063	0.36
10.973	20346	0.36
10.977	20443	0.36
10.980	20320	0.36
10.983	20022	0.35
10.987	19982	0.35
10.990	20444	0.36
10.993	21095	0.37
10.997	20911	0.37
11.000	19847	0.35
11.003	19325	0.34
11.007	19092	0.34
11.010	19228	0.34
11.013	19872	0.35
11.017	20338	0.36
11.020	20770	0.37
11.023	22051	0.39
11.027	22577	0.40
11.030	22546	0.40
11.033	22364	0.40
11.037	22565	0.40
11.040	22794	0.40
11.043	22727	0.40
11.047	22703	0.40
11.050	22111	0.39
11.053	21845	0.39
11.057	22315	0.40
11.060	21646	0.38
11.063	20879	0.37
11.067	20309	0.36
11.070	19326	0.34
11.073	19126	0.34
11.077	19268	0.34
11.080	19376	0.34
11.083	19060	0.34
11.087	18914	0.34
11.090	18835	0.33
11.093	18911	0.33
11.097	19039	0.34
11.100	19326	0.34
11.103	19448	0.34
11.107	19503	0.35
11.110	19186	0.34
11.113	19595	0.35
11.117	19398	0.34
11.120	19040	0.34
11.123	18975	0.34
11.127	18980	0.34
11.130	19017	0.34
11.133	19085	0.34
11.137	19082	0.34
11.140	19173	0.34
11.143	19499	0.35
11.147	20168	0.36
11.150	20209	0.36
11.153	20539	0.36
11.157	21481	0.38
11.160	21576	0.38
11.163	21558	0.38
11.167	21659	0.38
11.170	21696	0.38
11.173	21577	0.38
11.177	21399	0.38
11.180	21340	0.38
11.183	21418	0.38
11.187	21593	0.38
11.190	21771	0.39
11.193	21724	0.38
11.197	21844	0.39
11.200	22135	0.39
11.203	22165	0.39
11.207	22189	0.39
11.210	22195	0.39
11.213	22618	0.40
11.217	24110	0.43
11.220	25542	0.45
11.223	26517	0.47
11.227	28824	0.51
11.230	29455	0.52
11.233	29442	0.52
11.237	29261	0.52
11.240	29264	0.52
11.243	28857	0.51
11.247	26222	0.46
11.250	23770	0.42
11.253	22119	0.39
11.257	21088	0.37
11.260	19117	0.34
11.263	18794	0.33
11.267	18749	0.33
11.270	18372	0.33
11.273	18334	0.32
11.277	18266	0.32
11.280	18170	0.32
11.283	18254	0.32
11.287	18159	0.32
11.290	18014	0.32
11.293	18104	0.32
11.297	18169	0.32
11.300	18199	0.32
11.303	18284	0.32
11.307	18278	0.32
11.310	18145	0.32
11.313	18290	0.32
11.317	18412	0.33
11.320	18321	0.32
11.323	18324	0.32
11.327	18227	0.32
11.330	18114	0.32
11.333	18261	0.32
11.337	18639	0.33
11.340	19020	0.34
11.343	19157	0.34
11.347	19473	0.34
11.350	19278	0.34
11.353	18942	0.34
11.357	18412	0.33
11.360	18802	0.33
11.363	18878	0.33
11.367	18860	0.33
11.370	19046	0.34
11.373	19217	0.34
11.377	19502	0.35
11.380	19524	0.35
11.383	19389	0.34
11.387	19540	0.35
11.390	19637	0.35
11.393	19602	0.35
11.397	19337	0.34
11.400	18849	0.33
11.403	18505	0.33
11.407	18254	0.32
11.410	18102	0.32
11.413	18156	0.32
11.417	18118	0.32
11.420	18138	0.32
11.423	18590	0.33
11.427	18769	0.33
11.430	18774	0.33
11.433	18692	0.33
11.437	18615	0.33
11.440	18849	0.33
11.443	18854	0.33
11.447	18629	0.33
11.450	18657	0.33
11.453	18827	0.33
11.457	19031	0.34
11.460	19301	0.34
11.463	19348	0.34
11.467	18995	0.34
11.470	19106	0.34
11.473	19055	0.34
11.477	19684	0.35
11.480	20632	0.37
11.483	22043	0.39
11.487	22285	0.39
11.490	22440	0.40
11.493	23154	0.41
11.497	24011	0.43
11.500	24113	0.43
11.503	23951	0.42
11.507	24399	0.43
11.510	25679	0.45
11.513	25656	0.45
11.517	24272	0.43
11.520	23601	0.42
11.523	23231	0.41
11.527	22626	0.40
11.530	21305	0.38
11.533	20530	0.36
11.537	20565	0.36
11.540	20609	0.37
11.543	20457	0.36
11.547	19795	0.35
11.550	19262	0.34
11.553	18829	0.33
11.557	18848	0.33
11.560	18869	0.33
11.563	18818	0.33
11.567	18595	0.33
11.570	18556	0.33
11.573	18655	0.33
11.577	18790	0.33
11.580	19029	0.34
11.583	19015	0.34
11.587	18873	0.33
11.590	18702	0.33
11.593	18641	0.33
11.597	18635	0.33
11.600	18691	0.33
11.603	18566	0.33
11.607	18423	0.33
11.610	18611	0.33
11.613	18905	0.33
11.617	18968	0.34
11.620	18903	0.33
11.623	19205	0.34
11.627	19653	0.35
11.630	19722	0.35
11.633	20170	0.36
11.637	20104	0.36
11.640	19687	0.35
11.643	19598	0.35
11.647	19662	0.35
11.650	19481	0.35
11.653	19555	0.35
11.657	19821	0.35
11.660	19697	0.35
11.663	19873	0.35
11.667	20544	0.36
11.670	20820	0.37
11.673	20814	0.37
11.677	21102	0.37
11.680	21398	0.38
11.683	21594	0.38
11.687	21524	0.38
11.690	21223	0.38
11.693	21328	0.38
11.697	21528	0.38
11.700	21557	0.38
11.703	21462	0.38
11.707	21110	0.37
11.710	20723	0.37
11.713	20404	0.36
11.717	19787	0.35
11.720	19684	0.35
11.723	19466	0.34
11.727	19410	0.34
11.730	19500	0.35
11.733	19498	0.35
11.737	19587	0.35
11.740	19498	0.35
11.743	19473	0.34
11.747	19681	0.35
11.750	19852	0.35
11.753	20078	0.36
11.757	20911	0.37
11.760	21831	0.39
11.763	22067	0.39
11.767	22039	0.39
11.770	21797	0.39
11.773	21269	0.38
11.777	20095	0.36
11.780	19259	0.34
11.783	19095	0.34
11.787	19126	0.34
11.790	19017	0.34
11.793	18906	0.33
11.797	19030	0.34
11.800	19021	0.34
11.803	19024	0.34
11.807	18915	0.34
11.810	19065	0.34
11.813	19177	0.34
11.817	18945	0.34
11.820	18776	0.33
11.823	18873	0.33
11.827	18966	0.34
11.830	19505	0.35
11.833	19593	0.35
11.837	19832	0.35
11.840	20532	0.36
11.843	22049	0.39
11.847	22477	0.40
11.850	22568	0.40
11.853	22513	0.40
11.857	22394	0.40
11.860	21981	0.39
11.863	21056	0.37
11.867	20734	0.37
11.870	20196	0.36
11.873	19965	0.35
11.877	20012	0.35
11.880	20066	0.36
11.883	19969	0.35
11.887	19997	0.35
11.890	20081	0.36
11.893	19842	0.35
11.897	19842	0.35
11.900	20059	0.36
11.903	19732	0.35
11.907	18893	0.33
11.910	18655	0.33
11.913	18813	0.33
11.917	18670	0.33
11.920	18360	0.33
11.923	18366	0.33
11.927	18388	0.33
11.930	18333	0.32
11.933	18234	0.32
11.937	18138	0.32
11.940	18022	0.32
11.943	18221	0.32
11.947	19189	0.34
11.950	19647	0.35
11.953	19864	0.35
11.957	20282	0.36
11.960	20743	0.37
11.963	20711	0.37
11.967	20427	0.36
11.970	19972	0.35
11.973	19546	0.35
11.977	19507	0.35
11.980	19377	0.34
11.983	19165	0.34
11.987	18826	0.33
11.990	19246	0.34
11.993	19464	0.34
11.997	19526	0.35
12.000	19399	0.34
12.003	19037	0.34
12.007	19170	0.34
12.010	19309	0.34
12.013	19585	0.35
12.017	19803	0.35
12.020	19623	0.35
12.023	19510	0.35
12.027	19588	0.35
12.030	19417	0.34
12.033	19228	0.34
12.037	19379	0.34
12.040	19340	0.34
12.043	19133	0.34
12.047	19102	0.34
12.050	19166	0.34
12.053	19070	0.34
12.057	18787	0.33
12.060	18509	0.33
12.063	18876	0.33
12.067	19058	0.34
12.070	18801	0.33
12.073	18207	0.32
12.077	18020	0.32
12.080	17975	0.32
12.083	18181	0.32
12.087	18158	0.32
